"collect","tags_str","md5","sha1","sha256"
"1625875200","['malware']","","06b4941f85635ec9ee74a59423695556f569c8b9",""
"1625875200","['malware']","","","8b7baf54900bdcfdbb50d12238ac98e23d4d63de1dff3b940363a3184599afa8"
"1625875200","['malware']","","9973796e68041baed463aaf4e51819be9809d5cf",""
"1625875200","['malware']","83f6c065fa5a2432c8e3905a48c99836","a35eb06b60d3f1e6ad8a300acc70bcf030639039","5186e96f8ba4b53e1e7807dbc856eca2da17e27a6d5a61f7f1cf90c3772b3401"
"1625875200","['malware']","00862d9d48cc080f755ffb8080ed34ca","c0a7c9945df3a55c01d5441f3181533030542013","eef20ad084cce596d60be110ffa96a7cc93b5a38cbc2bbe773ca66ae771e4889"
"1625875200","['malware']","","7e5bf24946c77a96532da6fd09eaa1ec4e6f1a91",""
"1625875200","['malware']","","","494b16a94ecf464ac0a821d8d2652d3a19784ae2827eb83b5fc7e2dc970e1858"
"1625875200","['malware']","d6a8ca6120eb2acd2813c49a0399e140","daafb1343b8eb1fa2505a48416370ad2a80e14d6","78917f8c2ce40501bb4bf955f14e9f96dea7aa003bc6d21611d6c771a7df6a16"
"1625875200","['malware']","e3a62d7758eabfee48c250d33f8aad15","41308e8ae17b5a0137e1cd7e2c080fe43b904e2f","0366b5895c215c780766916ddb4e71bd161e43ddcd8417fa5779bce861433f4e"
"1625875200","['malware']","9aa0362720f2aafc472a0ae2af2a8018","387159a645f3c980c7a663d2b66bea6026fdc48b","7843398e3363be99722aad6a151ad76b6f35c8490359df42bc7ceb8ecf3f410a"
"1625875200","['malware']","","","1b07cd6d39ad74eee46c9de794445ff0be75517abc0b01052e4aff6843e21f5b"
"1625875200","['ransomware']","","310eb70723dfd8109dfb5673f43b14bae55b7077",""
"1625875200","['malware']","cb98af2f3b81aca87f730d9210202b33","86c429b1fcb0623d790b5c46f1549d31ed71950a","8865b780609b44525e0ddaa1d9bc04ebe9607ba7d04565ed394e64c6917d34a0"
