"domain","collect"
"0xtv.biz","1666915200"
"100stuff.site","1666915200"
"111330.org","1666915200"
"111331.org","1666915200"
"111332.org","1666915200"
"111334.org","1666915200"
"111335.org","1666915200"
"121zzzzz.com","1666915200"
"143biz.cc.md-14.webhostbox.net","1666915200"
"147activar-coppel.click","1666915200"
"1natojobservice.ru","1666915200"
"31173fd.sytes.net","1666915200"
"321042-cy13670.tmweb.ru","1666915200"
"345353555.byethost12.com","1666915200"
"3656c.net","1666915200"
"3656r.net","1666915200"
"3656u.net","1666915200"
"3d-gold.com.hk","1666915200"
"411speed.duckdns.org","1666915200"
"4more5.67.14.61","1666915200"
"5631278.repl.co","1666915200"
"5y6.pages.dev","1666915200"
"656ttyghhg.hopto.org","1666915200"
"75365.org","1666915200"
"75850.org","1666915200"
"76z-z.info","1666915200"
"7d2837d283.lbagencies.com.au","1666915200"
"82122.st","1666915200"
"8374383743.surveyorwa.com.au","1666915200"
"8404.football","1666915200"
"8499951.cc","1666915200"
"85098.org","1666915200"
"85368.org","1666915200"
"85621.football","1666915200"
"88movies.online","1666915200"
"913657.com","1666915200"
"a-work.info","1666915200"
"a.dwnl.my.id","1666915200"
"a0455475.xsph.ru","1666915200"
"a41997fcd5e0bd32.xyz","1666915200"
"aboniaamckdr.com","1666915200"
"abzac.in","1666915200"
"account-restriction-1000781373.firebaseapp.com","1666915200"
"acessobradesco.digital","1666915200"
"adman-aoomnaoo.top","1666915200"
"admaris.ir","1666915200"
"admin-painel.app","1666915200"
"ads-ti.com","1666915200"
"advance-waterproofing.com","1666915200"
"ae-bohsc.com","1666915200"
"aflcargo-hk.com","1666915200"
"africamoney.loan","1666915200"
"agemiel.com","1666915200"
"agvance-dot-encrypt-key-326708.uk.r.appspot.com","1666915200"
"ah.sunnyyokoyama.com","1666915200"
"ahdaccount.com","1666915200"
"aibloginqueries.com","1666915200"
"aibwebsecurity.com","1666915200"
"airtyrant.com","1666915200"
"akmos.com.br","1666915200"
"aks34.github.io","1666915200"
"aksharasrismartschool.com","1666915200"
"al-hadin.com","1666915200"
"alameenhotel.com","1666915200"
"alconexport.com","1666915200"
"alertasynotificaciones.clavedinamic0.repl.co","1666915200"
"alskafcu.online","1666915200"
"altervistaf.com","1666915200"
"amazom.appcca.top","1666915200"
"amazon.co.jp.node3534638051pf_rd_rx67ef8tvwdhsygccxspwpf_rd_p.pe773.cn","1666915200"
"amazontoken.io","1666915200"
"amkszobpid.duckdns.org","1666915200"
"amlbot.eu","1666915200"
"anarchitecturestudio.com","1666915200"
"anbush.com","1666915200"
"aninogames.com","1666915200"
"anysad.ru","1666915200"
"aolpage1updatemail.square.site","1666915200"
"aouennm-opneacc.net","1666915200"
"app-1inch.website","1666915200"
"apptds.com","1666915200"
"arabellarental.co.za","1666915200"
"ascdssc.info","1666915200"
"asiahost.eu.org","1666915200"
"asiekdfhg.weebly.com","1666915200"
"asonitsoft.com","1666915200"
"assistance-myupsparcel.com","1666915200"
"assures-ameli.info","1666915200"
"aster-kr.com","1666915200"
"atik.co.il","1666915200"
"atmsistemica.com.br","1666915200"
"att-100459.square.site","1666915200"
"att-101144.weeblysite.com","1666915200"
"att-101246.square.site","1666915200"
"att-105915.square.site","1666915200"
"att-108713.square.site","1666915200"
"att-109249.weeblysite.com","1666915200"
"att-109434.weeblysite.com","1666915200"
"att-s.top","1666915200"
"att-yahoo-mail-update.square.site","1666915200"
"attaccountupgrading-100333.square.site","1666915200"
"attack.reqw.xyz","1666915200"
"attdomainfug3service.weeblysite.com","1666915200"
"attjfnjfhjfjhattnattnet.weebly.com","1666915200"
"attmailupdate-10727.square.site","1666915200"
"attnetwork-100046.square.site","1666915200"
"attservices765.weebly.com","1666915200"
"attttt-101055.weeblysite.com","1666915200"
"auoneo-jp.lvgf.xyz","1666915200"
"ausconnext.com","1666915200"
"auth.multiplaninc.com","1666915200"
"azor.vds2018.space","1666915200"
"azsd5.stream","1666915200"
"azzmin.ttdzsz.cn","1666915200"
"b65753ef-e7b3-49b2-ac10-b3620b8f886e.id.repl.co","1666915200"
"badgerlandshops.com","1666915200"
"bafybeidlkleiszy42owmuvr7an45pnhlrgs7u7p6bofuow5zhk3ugivfrm.ipfs.w3s.link","1666915200"
"bafybeidlzsbmcjsentchdblizqnifq343fub5iq7jw2geckwazkvgj4t24.ipfs.dweb.link","1666915200"
"balansvoorjezelf.nl","1666915200"
"bancaporlnternetlnterbarnk.dominandoagestao.com.br","1666915200"
"banco-de-chile--personas0.repl.co","1666915200"
"bands33.casacam.net","1666915200"
"bandyban.com","1666915200"
"banorte.com1-2939.top","1666915200"
"bartonmcgill.co.nz","1666915200"
"baseits.com.br","1666915200"
"behumb.com","1666915200"
"bendetta.online","1666915200"
"beta5.t1nkem.com","1666915200"
"bgastrofinombg.com","1666915200"
"bibd60.hyperphp.com","1666915200"
"bicrun.myportfolio.com","1666915200"
"bindustrialgtz.w3spaces.com","1666915200"
"bingobongo.space","1666915200"
"bitcoinminermachines.com","1666915200"
"bkwriting.com","1666915200"
"blockvchain.com","1666915200"
"blog.drmostafafouadivf.com","1666915200"
"bluecornerblog.tk","1666915200"
"bn.futur-city.fr","1666915200"
"bodaciousevents.nl","1666915200"
"bogorhitz-main.com","1666915200"
"borneel.com.bd","1666915200"
"bountymarine.net","1666915200"
"br1-update-apk.online","1666915200"
"brahmayogasadhana.com","1666915200"
"brlmo.layanan11.online","1666915200"
"brokenservices.cf","1666915200"
"brooksup.shop","1666915200"
"brou-login.broulogin.repl.co","1666915200"
"browserinstallup.xyz","1666915200"
"bscsscan.us","1666915200"
"bsiteonline01.w3spaces.com","1666915200"
"bt-broadservice.weeblysite.com","1666915200"
"bt-internet-109y.weeblysite.com","1666915200"
"btconnect-02ae38.webflow.io","1666915200"
"btconnect-22d8fe.webflow.io","1666915200"
"btconnect-281846.webflow.io","1666915200"
"btconnect-292b81.webflow.io","1666915200"
"btconnect-425864.webflow.io","1666915200"
"btconnect-5dfe3d.webflow.io","1666915200"
"btconnect-660a0c.webflow.io","1666915200"
"btconnect-66b117.webflow.io","1666915200"
"btconnect-837ef6.webflow.io","1666915200"
"btconnect-9016ac.webflow.io","1666915200"
"btconnect-cca44c.webflow.io","1666915200"
"btconnect-d3687a.webflow.io","1666915200"
"btconnect-df590b.webflow.io","1666915200"
"btconnect-e95685.webflow.io","1666915200"
"btconnect-f5fca6.webflow.io","1666915200"
"bttelecommunications.weeblysite.com","1666915200"
"buhjolk.at","1666915200"
"business-configuration-page.firebaseapp.com","1666915200"
"business-configuration-page.web.app","1666915200"
"business-komputer.com","1666915200"
"business-meta-page-19068896782.firebaseapp.com","1666915200"
"business-meta-page-19068896782.web.app","1666915200"
"business-page-alert-1218979825.firebaseapp.com","1666915200"
"business-page-alert-1218979825.web.app","1666915200"
"business-page-alert-12623-6122.firebaseapp.com","1666915200"
"business-page-alert-126342-23.firebaseapp.com","1666915200"
"business-page-alert-129867223.firebaseapp.com","1666915200"
"business-page-alert-129867223.web.app","1666915200"
"business-page-alert-1564-352.firebaseapp.com","1666915200"
"business-page-alert-17346-32.firebaseapp.com","1666915200"
"business-page-alert-901289792.firebaseapp.com","1666915200"
"business-page-alert-901289792.web.app","1666915200"
"business-page-appeal-1253-5443.firebaseapp.com","1666915200"
"business-page-appeal-16789002.firebaseapp.com","1666915200"
"business-page-appeal-16789002.web.app","1666915200"
"business-page-meta-16892798155.firebaseapp.com","1666915200"
"business-page-meta-16892798155.web.app","1666915200"
"business-page-meta-180582094.firebaseapp.com","1666915200"
"business-page-meta-180582094.web.app","1666915200"
"buycoolmatter.com","1666915200"
"bverkehrsdaten.shop","1666915200"
"c33c5166-e9c2-4885-a51a-998d5867f3f8.id.repl.co","1666915200"
"c9f44961.ngrok.io","1666915200"
"caenbesepeolagin.godaddysites.com","1666915200"
"caisregiont.ga","1666915200"
"caisregiont.ml","1666915200"
"caisseing-be.firebaseapp.com","1666915200"
"caisseing-fd099.firebaseapp.com","1666915200"
"caisseing-fd099.web.app","1666915200"
"cakeandstudio.com","1666915200"
"calfaeurope.com","1666915200"
"campaignsreport.org","1666915200"
"canliwhatsapp.info","1666915200"
"caonima-gannima.ddns.net","1666915200"
