"url","collect"
"http://006l5.mjt.lu/lnk/awmaabassqmaaaaaaaaaacmfznwaaaabifsaaaaaabnk-gbkhnaorpeleazwr8mqwvlpopw26qay8ay/1/zcwr76kt0efi0pz-nmuhbq/ahr0chm6ly9pbm1hy29slm1pdgllbmrhb25saw5llmnvbs93ywrvemkvtk9ttkluq0gvbg9naw4ucghwpzkxnji4nxbvchbv","1679616000"
"http://02coverlab.com/rulesupdate/qbot_azd.zip","1679616000"
"http://03009475809.online/uec2023/uip","1679616000"
"http://03009475809.online/uec2023/xperts123","1679616000"
"http://05.fyi/pmwiki.php","1679616000"
"http://05.fyi/pmwiki.php/?n=main.homepage","1679616000"
"http://05.fyi/pmwiki.php/?n=main.recentchanges","1679616000"
"http://05.fyi/pmwiki.php/?n=main.wikisandbox","1679616000"
"http://05.fyi/pmwiki.php/?n=site.search","1679616000"
"http://1.0.218.230:34113/mozi.m","1679616000"
"http://1.0.218.230:37900/bin.sh","1679616000"
"http://1.0.218.230:37900/i","1679616000"
"http://1.0.218.230:37900/mozi.a","1679616000"
"http://1.0.218.230:37900/mozi.m","1679616000"
"http://1.12.242.71/firefox1.exe","1679616000"
"http://1.161.80.222:59533/.i","1679616000"
"http://1.22.130.74:40131/mozi.m","1679616000"
"http://1.22.224.85:33502/mozi.m","1679616000"
"http://1.222.198.69:3085/mozi","1679616000"
"http://1.246.222.107:4428/i","1679616000"
"http://1.246.222.107:4428/mozi.a","1679616000"
"http://1.246.222.107:4428/mozi.m","1679616000"
"http://1.246.222.109:1599/mozi.a","1679616000"
"http://1.246.222.109:1599/mozi.m","1679616000"
"http://1.246.222.127:3755/i","1679616000"
"http://1.246.222.127:3755/mozi.a","1679616000"
"http://1.246.222.127:3755/mozi.m","1679616000"
"http://1.246.222.16:2773/mozi.m","1679616000"
"http://1.246.222.16:4210/mozi.a","1679616000"
"http://1.246.222.16:4210/mozi.m","1679616000"
"http://1.246.222.18:4797/mozi.a","1679616000"
"http://1.246.222.18:4797/mozi.m","1679616000"
"http://1.246.222.19:3185/mozi.m","1679616000"
"http://1.246.222.19:4145/mozi.a","1679616000"
"http://1.246.222.19:4145/mozi.m","1679616000"
"http://1.246.222.20:2410/mozi.m","1679616000"
"http://1.246.222.213:1117/i","1679616000"
"http://1.246.222.213:1117/mozi.a","1679616000"
"http://1.246.222.213:1117/mozi.m","1679616000"
"http://1.246.222.228:1984/mozi.a","1679616000"
"http://1.246.222.228:1984/mozi.m","1679616000"
"http://1.246.222.228:2200/mozi.a","1679616000"
"http://1.246.222.228:2200/mozi.m","1679616000"
"http://1.246.222.232:1508/mozi.a","1679616000"
"http://1.246.222.232:1508/mozi.m","1679616000"
"http://1.246.222.234:3030/i","1679616000"
"http://1.246.222.234:3030/mozi.a","1679616000"
"http://1.246.222.234:3030/mozi.m","1679616000"
"http://1.246.222.245:3703/mozi.a","1679616000"
"http://1.246.222.245:4391/i","1679616000"
"http://1.246.222.245:4391/mozi.a","1679616000"
"http://1.246.222.249:3847/i","1679616000"
"http://1.246.222.249:3847/mozi.a","1679616000"
"http://1.246.222.249:3847/mozi.m","1679616000"
"http://1.246.222.38:2356/mozi.a","1679616000"
"http://1.246.222.38:2356/mozi.m","1679616000"
